测量里程,中线北坐标X,中线东坐标Y,中线高程H
280642,3805525.285,463362.5647,44.019812
280643,3805525.493,463361.5867,44.019908
280644,3805525.702,463360.6087,44.020265
280645,3805525.911,463359.6307,44.020931
280646,3805526.119,463358.6527,44.021677
280647,3805526.328,463357.6747,44.021763
280648,3805526.536,463356.6967,44.02179
280649,3805526.745,463355.7187,44.022016
280650,3805526.954,463354.7408,44.022532
280651,3805527.163,463353.7628,44.023139
280652,3805527.372,463352.7849,44.023965
280653,3805527.58,463351.8069,44.024491
280654,3805527.789,463350.829,44.024467
280655,3805527.998,463349.851,44.024354
280656,3805528.207,463348.873,44.02463
280657,3805528.415,463347.895,44.024936
280658,3805528.624,463346.917,44.025232
280659,3805528.833,463345.9391,44.025539
280660,3805529.042,463344.9612,44.026005
280661,3805529.251,463343.9832,44.026381
280662,3805529.46,463343.0053,44.026507
280662.875,3805529.642,463342.1499,44.026583
280663,3805529.668,463342.0273,44.026594
280664,3805529.877,463341.0493,44.02703
280665,3805530.086,463340.0714,44.027696
280666,3805530.294,463339.0934,44.028533
280667,3805530.503,463338.1155,44.029369
280668,3805530.712,463337.1375,44.029845
280669,3805530.921,463336.1596,44.030121
280670,3805531.13,463335.1816,44.030408
280671,3805531.339,463334.2036,44.030984
280672,3805531.547,463333.2257,44.03129
280673,3805531.756,463332.2477,44.031386
280674,3805531.965,463331.2697,44.031303
280675,3805532.173,463330.2917,44.031729
280676,3805532.382,463329.3136,44.032445
280676.714,3805532.53,463328.6153,44.032364
280677,3805532.59,463328.3355,44.032331
280678,3805532.798,463327.3575,44.031228
280679,3805533.007,463326.3795,44.030134
280680,3805533.216,463325.4015,44.02951
280681,3805533.424,463324.4236,44.029466
280682,3805533.633,463323.4455,44.030273
280683,3805533.842,463322.4676,44.032139
280683.299,3805533.904,463322.1752,44.032691
280684,3805534.05,463321.4896,44.033985
280685,3805534.26,463320.5118,44.034882
280686,3805534.469,463319.5338,44.035278
280687,3805534.677,463318.5558,44.036304
280688,3805534.886,463317.5779,44.03714
280689,3805535.095,463316.5999,44.037517
280690,3805535.304,463315.6221,44.037403
280691,3805535.513,463314.6442,44.037239
280692,3805535.722,463313.6661,44.037505
280693,3805535.93,463312.6881,44.037692
280694,3805536.139,463311.7102,44.037818
280695,3805536.348,463310.7322,44.037864
280696,3805536.557,463309.7543,44.03808
280697,3805536.766,463308.7763,44.038457
280698,3805536.975,463307.7984,44.039183
280699,3805537.184,463306.8205,44.039769
280700,3805537.393,463305.8427,44.039926
280701,3805537.602,463304.8647,44.039772
280702,3805537.811,463303.8868,44.039368
280703,3805538.019,463302.9088,44.038904
280704,3805538.228,463301.9308,44.038851
280705,3805538.436,463300.9527,44.039127
280706,3805538.645,463299.9748,44.039563
280707,3805538.854,463298.9968,44.039819
280708,3805539.063,463298.0189,44.040376
280709,3805539.272,463297.041,44.040922
280710,3805539.481,463296.063,44.041338
280711,3805539.689,463295.0851,44.041734
280712,3805539.898,463294.1071,44.041901
280713,3805540.107,463293.1291,44.042327
280714,3805540.315,463292.1511,44.043033
280715,3805540.524,463291.1731,44.043649
280716,3805540.733,463290.1951,44.043786
280717,3805540.941,463289.2171,44.043562
280718,3805541.15,463288.2391,44.043618
280719,3805541.359,463287.2612,44.044385
280719.768,3805541.519,463286.5106,44.044451
280720,3805541.568,463286.2832,44.044471
280721,3805541.776,463285.3053,44.044537
280722,3805541.985,463284.3273,44.044913
280723,3805542.194,463283.3494,44.04539
280724,3805542.403,463282.3714,44.046056
280725,3805542.612,463281.3934,44.046992
280726,3805542.821,463280.4155,44.047468
280727,3805543.03,463279.4377,44.047525
280728,3805543.239,463278.4598,44.047691
280729,3805543.448,463277.4817,44.048377
280730,3805543.656,463276.5037,44.049123
280731,3805543.865,463275.5258,44.04989
280732,3805544.074,463274.5478,44.050346
280733,3805544.282,463273.5698,44.050332
280734,3805544.491,463272.5919,44.049738
280735,3805544.7,463271.6139,44.049785
280736,3805544.908,463270.6359,44.050511
280737,3805545.117,463269.6579,44.051427
280738,3805545.326,463268.6799,44.051904
280739,3805545.534,463267.7019,44.05205
280740,3805545.742,463266.7238,44.052276
280741,3805545.951,463265.7457,44.052622
280742,3805546.159,463264.7677,44.053019
280743,3805546.368,463263.7898,44.053225
280744,3805546.577,463262.8118,44.053821
280745,3805546.785,463261.8338,44.054787
280746,3805546.994,463260.8558,44.055824
280747,3805547.203,463259.8779,44.0563
280748,3805547.412,463258.8999,44.056106
280749,3805547.621,463257.9219,44.056012
280750,3805547.83,463256.944,44.056159
280751,3805548.039,463255.9661,44.056915
280752,3805548.247,463254.9881,44.057781
280753,3805548.456,463254.0101,44.058018
280754,3805548.665,463253.0322,44.057654
280755,3805548.873,463252.0542,44.05776
280756,3805549.082,463251.0762,44.058306
280757,3805549.29,463250.0982,44.059023
280758,3805549.499,463249.1202,44.059719
280759,3805549.708,463248.1422,44.060245
280760,3805549.917,463247.1642,44.060891
280761,3805550.125,463246.1863,44.061548
280762,3805550.334,463245.2084,44.062094
280763,3805550.543,463244.2304,44.06248
280764,3805550.752,463243.2524,44.062726
280765,3805550.961,463242.2744,44.063083
280766,3805551.169,463241.2964,44.063859
280767,3805551.378,463240.3184,44.065035
280768,3805551.586,463239.3404,44.066241
280769,3805551.795,463238.3624,44.067738
280770,3805552.003,463237.3844,44.069184
280771,3805552.212,463236.4065,44.06923
280772,3805552.421,463235.4286,44.068397
280773,3805552.631,463234.4507,44.067983
280774,3805552.839,463233.4727,44.068399
280775,3805553.048,463232.4948,44.069125
280776,3805553.257,463231.5169,44.070012
280777,3805553.466,463230.5389,44.070588
280778,3805553.674,463229.5608,44.070784
280779,3805553.883,463228.5829,44.07081
280780,3805554.092,463227.605,44.070927
280781,3805554.301,463226.627,44.071713
280782,3805554.509,463225.649,44.072709
280783,3805554.718,463224.671,44.073015
280784,3805554.927,463223.693,44.072802
280785,3805555.135,463222.715,44.072528
280786,3805555.344,463221.737,44.072604
280787,3805555.552,463220.759,44.07357
280788,3805555.761,463219.7809,44.074457
280789,3805555.969,463218.8029,44.074723
280790,3805556.178,463217.825,44.074729
280791,3805556.387,463216.8471,44.074806
280792,3805556.596,463215.8691,44.075192
280793,3805556.804,463214.891,44.075448
280794,3805557.013,463213.913,44.075714
280795,3805557.221,463212.935,44.076231
280796,3805557.43,463211.957,44.077187
280797,3805557.639,463210.9791,44.078323
280798,3805557.848,463210.0012,44.079069
280799,3805558.057,463209.0232,44.079376
280800,3805558.266,463208.0452,44.079832
280801,3805558.474,463207.0673,44.080148
280802,3805558.683,463206.0893,44.080394
280803,3805558.892,463205.1113,44.081031
280804,3805559.1,463204.1332,44.081867
280805,3805559.308,463203.1551,44.082743
280806,3805559.517,463202.1772,44.08308
280807,3805559.726,463201.1992,44.083136
280808,3805559.935,463200.2213,44.083042
280809,3805560.144,463199.2435,44.083048
280810,3805560.353,463198.2656,44.083405
280811,3805560.562,463197.2876,44.083971
280812,3805560.771,463196.3097,44.084427
280813,3805560.98,463195.3317,44.085023
280814,3805561.189,463194.3538,44.08571
280815,3805561.398,463193.3759,44.085936
280816,3805561.606,463192.3979,44.085712
280817,3805561.815,463191.4199,44.085758
280818,3805562.024,463190.442,44.086285
280819,3805562.233,463189.464,44.086741
280820,3805562.441,463188.486,44.087147
280821,3805562.65,463187.508,44.087683
280822,3805562.858,463186.53,44.08778
280823,3805563.067,463185.5521,44.088006
280824,3805563.276,463184.5742,44.088352
280825,3805563.485,463183.5962,44.088619
280826,3805563.694,463182.6182,44.088575
280827,3805563.902,463181.6402,44.088681
280828,3805564.111,463180.6622,44.088557
280829,3805564.32,463179.6842,44.088444
280829.693,3805564.464,463179.0063,44.088594
280830,3805564.529,463178.7063,44.08866
280831,3805564.737,463177.7283,44.088896
280832,3805564.946,463176.7504,44.089282
280833,3805565.155,463175.7724,44.089489
280834,3805565.364,463174.7946,44.089665
280835,3805565.573,463173.8167,44.089961
280836,3805565.782,463172.8388,44.089917
280837,3805565.992,463171.8609,44.089544
280838,3805566.201,463170.883,44.08928
280839,3805566.41,463169.9051,44.089546
280840,3805566.618,463168.9271,44.090063
280841,3805566.827,463167.949,44.090279
280842,3805567.035,463166.971,44.090545
280843,3805567.244,463165.993,44.090651
280844,3805567.452,463165.015,44.090528
280845,3805567.661,463164.0369,44.090954
280846,3805567.869,463163.0589,44.09154
280847,3805568.078,463162.081,44.091626
280848,3805568.287,463161.1031,44.091433
280849,3805568.496,463160.1252,44.090879
280850,3805568.705,463159.1473,44.090965
280851,3805568.914,463158.1693,44.091941
280852,3805569.122,463157.1913,44.093158
280853,3805569.331,463156.2132,44.093944
280854,3805569.539,463155.2352,44.09434
280855,3805569.748,463154.2572,44.094636
280856,3805569.957,463153.2792,44.094923
280857,3805570.165,463152.3012,44.095609
280858,3805570.374,463151.3232,44.096305
280859,3805570.583,463150.3452,44.096592
280860,3805570.791,463149.3672,44.096418
280861,3805571,463148.3893,44.096704
280862,3805571.209,463147.4113,44.0971
280863,3805571.418,463146.4334,44.097997
280864,3805571.626,463145.4554,44.099083
280865,3805571.835,463144.4774,44.099639
280866,3805572.044,463143.4994,44.099745
280867,3805572.252,463142.5214,44.100052
280868,3805572.461,463141.5433,44.100888
280869,3805572.669,463140.5653,44.102094
280870,3805572.877,463139.5873,44.10358
280871,3805573.086,463138.6092,44.104637
280872,3805573.295,463137.6313,44.104403
280873,3805573.503,463136.6533,44.103989
280874,3805573.712,463135.6754,44.104235
280875,3805573.922,463134.6975,44.105182
280876,3805574.131,463133.7196,44.106218
280877,3805574.339,463132.7416,44.106884
280878,3805574.548,463131.7636,44.107311
280879,3805574.756,463130.7855,44.107857
280880,3805574.965,463129.8075,44.108873
280881,3805575.173,463128.8296,44.109529
280882,3805575.382,463127.8516,44.110226
280883,3805575.591,463126.8737,44.110542
280884,3805575.8,463125.8958,44.111348
280885,3805576.009,463124.9178,44.112164
280886,3805576.218,463123.9398,44.112761
280887,3805576.426,463122.9618,44.113437
280888,3805576.635,463121.9839,44.113923
280889,3805576.844,463121.006,44.114159
280890,3805577.053,463120.028,44.114446
280891,3805577.262,463119.05,44.115352
280892,3805577.47,463118.072,44.116238
280893,3805577.679,463117.094,44.116685
280894,3805577.888,463116.1161,44.116731
280895,3805578.096,463115.138,44.117177
280896,3805578.305,463114.16,44.117883
280897,3805578.513,463113.182,44.11871
280898,3805578.722,463112.2041,44.119436
280899,3805578.931,463111.2262,44.119392
280900,3805579.14,463110.2482,44.119568
280901,3805579.349,463109.2702,44.120355
280902,3805579.557,463108.2923,44.121331
280903,3805579.766,463107.3143,44.121767
280904,3805579.975,463106.3363,44.122153
280905,3805580.184,463105.3584,44.12238
280906,3805580.392,463104.3804,44.122696
280907,3805580.601,463103.4024,44.123162
280908,3805580.81,463102.4245,44.123718
280909,3805581.019,463101.4465,44.124385
280910,3805581.228,463100.4686,44.124821
280911,3805581.436,463099.4906,44.125137
280912,3805581.645,463098.5127,44.125364
280913,3805581.854,463097.5347,44.12555
280914,3805582.063,463096.5567,44.125726
280915,3805582.271,463095.5786,44.126252
280916,3805582.479,463094.6006,44.126759
280917,3805582.688,463093.6225,44.127225
280918,3805582.896,463092.6445,44.127661
280919,3805583.105,463091.6665,44.127957
280920,3805583.313,463090.6884,44.128264
280921,3805583.522,463089.7105,44.12824
280922,3805583.73,463088.7325,44.128206
280923,3805583.939,463087.7545,44.128552
280924,3805584.148,463086.7765,44.129119
280925,3805584.356,463085.7985,44.129665
280926,3805584.565,463084.8205,44.130161
280927,3805584.774,463083.8426,44.130688
280928,3805584.983,463082.8646,44.131354
280929,3805585.191,463081.8866,44.13151
280930,3805585.4,463080.9087,44.131416
280931,3805585.609,463079.9307,44.131573
280932,3805585.818,463078.9527,44.132289
280933,3805586.026,463077.9747,44.132845
280934,3805586.235,463076.9968,44.133111
280935,3805586.444,463076.0189,44.133328
280936,3805586.653,463075.0409,44.133764
280937,3805586.862,463074.063,44.13429
280938,3805587.071,463073.085,44.134846
280939,3805587.28,463072.1071,44.135303
280939.741,3805587.434,463071.3824,44.135708
280940,3805587.488,463071.1291,44.135849
280941,3805587.697,463070.1511,44.136345
280942,3805587.906,463069.1732,44.136501
280943,3805588.115,463068.1953,44.136258
280944,3805588.324,463067.2173,44.136034
280945,3805588.532,463066.2393,44.13612
280946,3805588.741,463065.2613,44.136567
280947,3805588.949,463064.2833,44.136983
280948,3805589.158,463063.3052,44.137379
280949,3805589.367,463062.3273,44.137825
280950,3805589.576,463061.3494,44.138462
280951,3805589.785,463060.3715,44.139428
280952,3805589.993,463059.3935,44.140224
280953,3805590.202,463058.4155,44.14055
280954,3805590.411,463057.4375,44.140317
280955,3805590.619,463056.4595,44.139913
280956,3805590.828,463055.4816,44.139659
280957,3805591.036,463054.5035,44.139875
280958,3805591.245,463053.5255,44.140102
280959,3805591.454,463052.5475,44.140088
280960,3805591.663,463051.5696,44.140754
280961,3805591.871,463050.5916,44.14166
280962,3805592.08,463049.6136,44.142177
280963,3805592.289,463048.6357,44.142073
280964,3805592.497,463047.6577,44.142089
280965,3805592.706,463046.6796,44.142406
280966,3805592.915,463045.7016,44.142732
280967,3805593.123,463044.7237,44.143378
280968,3805593.332,463043.7458,44.144174
280969,3805593.542,463042.7679,44.144811
280970,3805593.75,463041.79,44.144977
280971,3805593.959,463040.812,44.144683
280972,3805594.168,463039.8341,44.144639
280973,3805594.377,463038.8561,44.144526
280974,3805594.586,463037.8781,44.144732
280975,3805594.795,463036.9002,44.145528
280976,3805595.004,463035.9223,44.146254
280977,3805595.212,463034.9443,44.146721
280978,3805595.421,463033.9663,44.146747
280979,3805595.63,463032.9883,44.146763
280980,3805595.838,463032.0103,44.14676
280981,3805596.047,463031.0324,44.147096
280982,3805596.256,463030.0545,44.147532
280983,3805596.465,463029.0766,44.148198
280984,3805596.674,463028.0986,44.149165
280985,3805596.882,463027.1206,44.149561
280986,3805597.091,463026.1426,44.149387
280987,3805597.3,463025.1646,44.149193
280988,3805597.508,463024.1866,44.1493
280989,3805597.717,463023.2087,44.149796
280990,3805597.926,463022.2307,44.150222
280991,3805598.135,463021.2528,44.150618
280992,3805598.344,463020.2749,44.151045
280993,3805598.553,463019.2969,44.151551
280994,3805598.762,463018.319,44.152087
280995,3805598.97,463017.3409,44.152313
280996,3805599.179,463016.3629,44.15223
280997,3805599.388,463015.385,44.152156
280998,3805599.597,463014.4071,44.152472
280999,3805599.806,463013.4292,44.153259
281000,3805600.015,463012.4512,44.154095
281001,3805600.224,463011.4733,44.154711
281002,3805600.432,463010.4953,44.154937
281003,3805600.641,463009.5174,44.155024
281004,3805600.85,463008.5395,44.15491
281005,3805601.059,463007.5615,44.155066
281006,3805601.268,463006.5837,44.155592
281007,3805601.477,463005.6057,44.156639
281008,3805601.686,463004.6278,44.157615
281009,3805601.895,463003.6498,44.158241
281010,3805602.103,463002.6718,44.158587
281011,3805602.312,463001.6938,44.158504
281012,3805602.521,463000.7159,44.15851
281013,3805602.73,462999.738,44.158696
281014,3805602.939,462998.76,44.159342
281015,3805603.147,462997.782,44.160129
281016,3805603.356,462996.804,44.160655
281017,3805603.564,462995.826,44.160931
281018,3805603.774,462994.8481,44.160968
281019,3805603.983,462993.8702,44.161174
281020,3805604.192,462992.8923,44.16151
281021,3805604.4,462991.9143,44.161846
281022,3805604.609,462990.9364,44.162303
281023,3805604.818,462989.9584,44.162399
281024,3805605.027,462988.9804,44.162535
281025,3805605.235,462988.0024,44.162721
281026,3805605.444,462987.0245,44.163068
281027,3805605.654,462986.0466,44.163134
281028,3805605.862,462985.0686,44.16319
281029,3805606.07,462984.0906,44.163396
281030,3805606.279,462983.1126,44.163933
281031,3805606.487,462982.1345,44.164789
281032,3805606.696,462981.1564,44.165295
281033,3805606.905,462980.1785,44.165612
281034,3805607.113,462979.2006,44.166198
281035,3805607.322,462978.2226,44.166794
281036,3805607.531,462977.2446,44.16689
281037,3805607.74,462976.2667,44.167217
281038,3805607.949,462975.2888,44.167663
281039,3805608.158,462974.3108,44.168009
281040,3805608.366,462973.3328,44.168445
281040.834,3805608.541,462972.5175,44.168693
281041,3805608.575,462972.3549,44.168742
281042,3805608.784,462971.377,44.169158
281043,3805608.993,462970.399,44.169414
281044,3805609.202,462969.4211,44.16961
281045,3805609.411,462968.4431,44.169727
281046,3805609.62,462967.4652,44.169893
281047,3805609.828,462966.4872,44.170189
281048,3805610.037,462965.5092,44.170665
281049,3805610.246,462964.5314,44.171162
281050,3805610.455,462963.5534,44.171658
281051,3805610.664,462962.5755,44.172254
281052,3805610.872,462961.5974,44.172541
281053,3805611.081,462960.6194,44.172727
281054,3805611.289,462959.6414,44.172963
281055,3805611.498,462958.6634,44.173279
281056,3805611.707,462957.6854,44.173636
281057,3805611.915,462956.7074,44.174332
281058,3805612.124,462955.7294,44.175038
281059,3805612.333,462954.7515,44.175324
281060,3805612.542,462953.7736,44.175341
281061,3805612.751,462952.7956,44.175397
281062,3805612.959,462951.8177,44.175413
281063,3805613.168,462950.8397,44.175499
281064,3805613.377,462949.8617,44.176086
281065,3805613.586,462948.8837,44.176842
281066,3805613.794,462947.9057,44.177298
281067,3805614.003,462946.9278,44.177335
281068,3805614.212,462945.9499,44.177441
281069,3805614.421,462944.9719,44.177477
281070,3805614.63,462943.9939,44.177913
281071,3805614.838,462943.016,44.17854
281072,3805615.047,462942.0381,44.178806
281073,3805615.256,462941.0601,44.178842
281074,3805615.465,462940.0822,44.179018
281075,3805615.674,462939.1043,44.179485
281076,3805615.883,462938.1262,44.179941
281077,3805616.091,462937.1482,44.180687
281078,3805616.299,462936.1701,44.181303
281079,3805616.508,462935.1922,44.18118
281080,3805616.717,462934.2142,44.180986
281081,3805616.926,462933.2363,44.180962
281082,3805617.135,462932.2584,44.181358
281083,3805617.344,462931.2805,44.181965
281084,3805617.553,462930.3025,44.182741
281085,3805617.762,462929.3246,44.183217
281086,3805617.97,462928.3466,44.183844
281087,3805618.179,462927.3686,44.18455
281088,3805618.388,462926.3906,44.184436
281089,3805618.596,462925.4127,44.184002
281090,3805618.805,462924.4347,44.184159
281091,3805619.014,462923.4567,44.184835
281092,3805619.223,462922.4787,44.185901
281093,3805619.432,462921.5008,44.186687
281094,3805619.641,462920.5229,44.187014
281095,3805619.85,462919.545,44.18714
281096,3805620.059,462918.5671,44.187616
281097,3805620.267,462917.5891,44.188002
281098,3805620.476,462916.6111,44.188559
281099,3805620.684,462915.6331,44.189135
281100,3805620.893,462914.6551,44.189671
281101,3805621.102,462913.6771,44.189837
281102,3805621.31,462912.6991,44.190104
281103,3805621.519,462911.7212,44.19045
281104,3805621.728,462910.7432,44.190996
281105,3805621.937,462909.7652,44.191673
281106,3805622.146,462908.7873,44.191869
281107,3805622.354,462907.8093,44.191965
281108,3805622.563,462906.8313,44.192311
281109,3805622.772,462905.8534,44.192498
281110,3805622.981,462904.8755,44.192484
281111,3805623.19,462903.8975,44.1927
281112,3805623.399,462902.9196,44.193326
281113,3805623.608,462901.9417,44.194483
281114,3805623.817,462900.9637,44.195489
281115,3805624.025,462899.9857,44.195635
281116,3805624.233,462899.0076,44.195541
281117,3805624.442,462898.0296,44.195888
281118,3805624.651,462897.0517,44.196474
281119,3805624.86,462896.0737,44.19697
281120,3805625.068,462895.0958,44.197147
281121,3805625.277,462894.1178,44.197133
281122,3805625.486,462893.1399,44.197089
281123,3805625.695,462892.1619,44.197275
281124,3805625.904,462891.1839,44.197912
281125,3805626.112,462890.2059,44.199108
281126,3805626.321,462889.2279,44.200004
281127,3805626.53,462888.25,44.20028
281128,3805626.739,462887.2721,44.200307
281129,3805626.948,462886.2942,44.200743
281130,3805627.157,462885.3164,44.201319
281131,3805627.367,462884.3385,44.201655
281132,3805627.576,462883.3606,44.201852
281133,3805627.785,462882.3827,44.201828
281134,3805627.993,462881.4047,44.201794
281135,3805628.202,462880.4267,44.20215
281136,3805628.411,462879.4488,44.202697
281137,3805628.62,462878.4709,44.203663
281138,3805628.829,462877.493,44.204959
281139,3805629.038,462876.5151,44.206246
281140,3805629.247,462875.5371,44.206542
281141,3805629.456,462874.5591,44.206408
281142,3805629.664,462873.5812,44.206144
281143,3805629.873,462872.6033,44.206121
281144,3805630.082,462871.6253,44.206617
281145,3805630.291,462870.6474,44.207743
281146,3805630.5,462869.6694,44.208759
281147,3805630.709,462868.6915,44.208886
281148,3805630.918,462867.7135,44.208682
281149,3805631.127,462866.7356,44.209128
281150,3805631.336,462865.7577,44.209994
281150.858,3805631.515,462864.919,44.211175
281151,3805631.545,462864.7798,44.211371
281152,3805631.753,462863.8018,44.212507
281153,3805631.962,462862.8238,44.213073
281154,3805632.171,462861.8459,44.212989
281155,3805632.38,462860.8679,44.212916
281156,3805632.588,462859.8899,44.213102
281157,3805632.797,462858.9119,44.213768
281158,3805633.005,462857.9339,44.214725
281159,3805633.214,462856.9559,44.215701
281160,3805633.423,462855.9779,44.215907
281161,3805633.632,462855,44.215773
281162,3805633.841,462854.0221,44.2155
281163,3805634.05,462853.0442,44.215606
281164,3805634.258,462852.0661,44.216022
281165,3805634.467,462851.0882,44.216258
281166,3805634.676,462850.1102,44.216835
281167,3805634.884,462849.1322,44.217741
281168,3805635.093,462848.1542,44.218537
281169,3805635.302,462847.1762,44.218563
281170,3805635.51,462846.1983,44.21849
281171,3805635.719,462845.2203,44.218896
281172,3805635.928,462844.2424,44.219882
281173,3805636.137,462843.2644,44.221389
281174,3805636.346,462842.2864,44.222555
281175,3805636.554,462841.3084,44.223331
281176,3805636.763,462840.3304,44.223667
281177,3805636.972,462839.3525,44.223994
281178,3805637.18,462838.3745,44.22437
281179,3805637.389,462837.3965,44.224326
281180,3805637.598,462836.4186,44.224132
281181,3805637.807,462835.4407,44.224149
281182,3805638.016,462834.4627,44.224785
281183,3805638.224,462833.4847,44.225691
281184,3805638.433,462832.5068,44.226297
281185,3805638.642,462831.5289,44.226664
281186,3805638.851,462830.5509,44.22726
281187,3805639.06,462829.5729,44.228256
281188,3805639.268,462828.595,44.228962
281189,3805639.477,462827.617,44.229399
281190,3805639.687,462826.6391,44.229465
281191,3805639.896,462825.6612,44.229711
281192,3805640.104,462824.6833,44.230538
281193,3805640.313,462823.7053,44.231654
281194,3805640.521,462822.7272,44.2322
281195,3805640.73,462821.7493,44.232206
281196,3805640.939,462820.7713,44.232173
281197,3805641.147,462819.7932,44.232539
281198,3805641.356,462818.8152,44.233455
281199,3805641.565,462817.8373,44.234371
281200,3805641.773,462816.8593,44.234828
281201,3805641.983,462815.8814,44.235004
281202,3805642.192,462814.9036,44.23525
281203,3805642.401,462813.9257,44.235526
281204,3805642.61,462812.9478,44.236013
281205,3805642.819,462811.9698,44.236339
281206,3805643.027,462810.9918,44.236715
281207,3805643.236,462810.0139,44.237292
281208,3805643.445,462809.0359,44.237858
281209,3805643.654,462808.0579,44.238424
281210,3805643.863,462807.08,44.23889
281211,3805644.071,462806.102,44.239407
281212,3805644.28,462805.1241,44.239843
281213,3805644.489,462804.1462,44.240179
281214,3805644.698,462803.1683,44.240595
281215,3805644.907,462802.1903,44.241302
281216,3805645.115,462801.2122,44.242198
281217,3805645.324,462800.2342,44.242804
281218,3805645.533,462799.2563,44.243
281219,3805645.742,462798.2783,44.242937
281220,3805645.95,462797.3003,44.243393
281221,3805646.159,462796.3224,44.243909
281222,3805646.368,462795.3444,44.244275
281223,3805646.577,462794.3664,44.244612
281224,3805646.785,462793.3885,44.245038
281225,3805646.994,462792.4105,44.245524
281226,3805647.203,462791.4325,44.246261
281227,3805647.412,462790.4545,44.247107
281228,3805647.62,462789.4766,44.247353
281229,3805647.829,462788.4986,44.247309
281230,3805648.038,462787.5207,44.247376
281231,3805648.247,462786.5427,44.247942
281232,3805648.455,462785.5647,44.248968
281233,3805648.664,462784.5867,44.249794
281234,3805648.872,462783.6087,44.250591
281235,3805649.081,462782.6307,44.250937
281236,3805649.29,462781.6528,44.251043
281237,3805649.499,462780.6748,44.250819
281238,3805649.708,462779.6969,44.250956
281239,3805649.916,462778.7189,44.251542
281240,3805650.125,462777.7408,44.252258
281241,3805650.333,462776.7629,44.252894
281242,3805650.542,462775.7849,44.253621
281243,3805650.751,462774.8069,44.254517
281244,3805650.96,462773.8289,44.254903
281245,3805651.169,462772.851,44.25532
281246,3805651.378,462771.8731,44.255436
281247,3805651.586,462770.8952,44.255552
281248,3805651.795,462769.9172,44.256108
281249,3805652.004,462768.9392,44.256935
281250,3805652.213,462767.9613,44.257481
281251,3805652.422,462766.9834,44.257617
281252,3805652.631,462766.0054,44.258033
281253,3805652.839,462765.0274,44.25842
281254,3805653.048,462764.0495,44.258726
281255,3805653.257,462763.0716,44.259362
281255.85,3805653.434,462762.2402,44.259911
281256,3805653.466,462762.0935,44.260008
281257,3805653.674,462761.1155,44.260135
281258,3805653.883,462760.1375,44.260331
281259,3805654.091,462759.1595,44.260537
281260,3805654.3,462758.1815,44.2611
281261,3805654.509,462757.2036,44.261944
281262,3805654.718,462756.2258,44.262807
281263,3805654.928,462755.2479,44.263691
281264,3805655.136,462754.2699,44.264484
281265,3805655.345,462753.292,44.265047
281266,3805655.554,462752.314,44.265041
281267,3805655.762,462751.336,44.265314
281268,3805655.971,462750.358,44.266057
281269,3805656.18,462749.3801,44.266993
281270,3805656.389,462748.4021,44.267519
281271,3805656.598,462747.4242,44.267864
281272,3805656.807,462746.4463,44.26858
281273,3805657.016,462745.4684,44.269406
281274,3805657.225,462744.4904,44.270162
281275,3805657.434,462743.5125,44.270517
281276,3805657.643,462742.5345,44.270883
281277,3805657.852,462741.5566,44.271239
281278,3805658.06,462740.5786,44.271684
281279,3805658.269,462739.6006,44.27207
281280,3805658.477,462738.6226,44.272276
281281,3805658.686,462737.6447,44.272461
281282,3805658.895,462736.6667,44.272957
281283,3805659.104,462735.6888,44.273443
281284,3805659.313,462734.7109,44.273889
281285,3805659.522,462733.733,44.274074
281286,3805659.731,462732.755,44.27412
281287,3805659.939,462731.777,44.274306
281288,3805660.148,462730.799,44.274681
281289,3805660.357,462729.821,44.274697
281290,3805660.566,462728.8431,44.275123
281291,3805660.775,462727.8652,44.275679
281292,3805660.983,462726.8872,44.276084
281293,3805661.192,462725.9092,44.27598
281294,3805661.401,462724.9313,44.275886
281295,3805661.61,462723.9534,44.276101
281296,3805661.819,462722.9754,44.276297
281297,3805662.028,462721.9975,44.276553
281298,3805662.236,462721.0195,44.276658
281299,3805662.445,462720.0415,44.276634
281300,3805662.654,462719.0636,44.27663
281301,3805662.863,462718.0857,44.276886
281302,3805663.072,462717.1077,44.277361
281303,3805663.28,462716.1297,44.277517
281304,3805663.489,462715.1517,44.277763
281305,3805663.697,462714.1737,44.278548
281306,3805663.906,462713.1957,44.280024
281306.523,3805664.015,462712.6842,44.28088
281307,3805664.115,462712.2177,44.28166
281308,3805664.323,462711.2397,44.282016
281309,3805664.532,462710.2617,44.280491
281310,3805664.74,462709.2837,44.278717
281311,3805664.949,462708.3056,44.277703
281312,3805665.157,462707.3276,44.277978
281313,3805665.366,462706.3496,44.278984
281314,3805665.575,462705.3716,44.27971
281315,3805665.784,462704.3937,44.279335
281316,3805665.993,462703.4159,44.278951
281317,3805666.202,462702.4381,44.279057
281318,3805666.412,462701.4603,44.279393
281319,3805666.621,462700.4823,44.278928
281320,3805666.83,462699.5044,44.277784
281321,3805667.039,462698.5265,44.27712
281322,3805667.248,462697.5486,44.277505
281323,3805667.457,462696.5707,44.279051
281324,3805667.666,462695.5928,44.280767
281325,3805667.875,462694.6149,44.281503
281326,3805668.084,462693.637,44.281598
281327,3805668.293,462692.6591,44.281924
281328,3805668.502,462691.6811,44.28285
281329,3805668.71,462690.7031,44.283895
281330,3805668.919,462689.725,44.283641
281331,3805669.127,462688.747,44.283147
281332,3805669.336,462687.769,44.283732
