测量里程,中线北坐标X,中线东坐标Y,中线高程H
18338.986,3629795.525,506861.3389,32.2436
18339.987,3629794.942,506860.5263,32.2443
18340.988,3629794.358,506859.7134,32.2443
18341.984,3629793.776,506858.904,32.2438
18342.992,3629793.189,506858.0851,32.2433
18343.988,3629792.608,506857.2757,32.2432
18344.988,3629792.025,506856.4644,32.2434
18345.985,3629791.443,506855.6536,32.2438
18346.985,3629790.861,506854.841,32.2438
18347.994,3629790.272,506854.0213,32.2436
18348.989,3629789.692,506853.2135,32.2433
18349.991,3629789.108,506852.3991,32.2429
18350.986,3629788.527,506851.5913,32.242
18351.987,3629787.942,506850.7784,32.2407
18352.985,3629787.36,506849.9679,32.2397
18353.996,3629786.771,506849.1466,32.2389
18354.988,3629786.193,506848.341,32.2383
18355.983,3629785.613,506847.5314,32.2375
18356.988,3629785.028,506846.7158,32.237
18357.988,3629784.444,506845.9039,32.2365
18358.99,3629783.859,506845.0897,32.2358
18359.992,3629783.274,506844.2757,32.2346
18360.987,3629782.695,506843.4673,32.2332
18361.988,3629782.111,506842.6538,32.2322
18362.985,3629781.529,506841.8439,32.2317
18363.991,3629780.943,506841.0268,32.2313
18364.996,3629780.357,506840.2104,32.2306
18365.988,3629779.779,506839.4048,32.23
18366.987,3629779.195,506838.5928,32.2298
18367.988,3629778.612,506837.7803,32.23
18368.984,3629778.031,506836.9702,32.2298
18369.988,3629777.446,506836.1558,32.2291
18370.985,3629776.864,506835.3458,32.2286
18371.987,3629776.279,506834.5314,32.2281
18372.986,3629775.697,506833.7198,32.2272
18373.985,3629775.113,506832.909,32.2264
18374.988,3629774.528,506832.0956,32.2261
18375.985,3629773.946,506831.2853,32.2258
18376.995,3629773.358,506830.4647,32.2251
18377.988,3629772.779,506829.6577,32.2246
18378.986,3629772.196,506828.8466,32.2245
18379.986,3629771.613,506828.0346,32.2242
18380.986,3629771.029,506827.2227,32.2227
18381.99,3629770.443,506826.4072,32.2205
18382.995,3629769.857,506825.5908,32.2186
18383.989,3629769.278,506824.7834,32.2174
18384.987,3629768.696,506823.9729,32.2172
18385.986,3629768.113,506823.1607,32.2184
18386.988,3629767.529,506822.3476,32.2194
18387.99,3629766.944,506821.5334,32.2194
18388.988,3629766.362,506820.7235,32.2187
18389.994,3629765.775,506819.9064,32.218
18390.987,3629765.196,506819.099,32.2176
18391.985,3629764.614,506818.2885,32.2169
18392.99,3629764.028,506817.4716,32.2161
18393.985,3629763.448,506816.6634,32.2156
18394.984,3629762.866,506815.852,32.2156
18395.988,3629762.28,506815.036,32.2156
18396.988,3629761.697,506814.2245,32.2154
18397.992,3629761.111,506813.4089,32.2153
18398.987,3629760.531,506812.6004,32.2151
18399.985,3629759.949,506811.7899,32.2144
18400.991,3629759.362,506810.9726,32.2137
18401.996,3629758.776,506810.1561,32.2135
18402.985,3629758.199,506809.3529,32.2135
18403.994,3629757.61,506808.5332,32.2133
18404.996,3629757.025,506807.7204,32.2126
18405.984,3629756.448,506806.918,32.2119
18406.986,3629755.863,506806.1047,32.2118
18407.991,3629755.276,506805.2885,32.2122
18408.996,3629754.69,506804.4722,32.2123
18409.997,3629754.107,506803.6591,32.2119
18410.99,3629753.527,506802.8525,32.2114
18411.987,3629752.946,506802.043,32.2113
18412.995,3629752.357,506801.2238,32.2111
18413.996,3629751.774,506800.4109,32.2108
18414.996,3629751.191,506799.5984,32.2103
18415.999,3629750.606,506798.7833,32.21
18416.981,3629750.034,506797.9854,32.21
18417.984,3629749.449,506797.1708,32.21
18418.985,3629748.865,506796.3572,32.2098
18419.995,3629748.276,506795.5373,32.2095
18420.986,3629747.698,506794.7328,32.2095
18421.987,3629747.113,506793.9197,32.2096
18422.984,3629746.531,506793.1102,32.209
18423.987,3629745.946,506792.2951,32.2081
18424.987,3629745.363,506791.4827,32.2074
18425.996,3629744.774,506790.6631,32.207
18426.985,3629744.197,506789.8607,32.2063
18427.991,3629743.61,506789.0431,32.2058
18428.988,3629743.028,506788.2344,32.2061
18429.986,3629742.446,506787.4237,32.2065
18430.984,3629741.863,506786.6124,32.206
18431.989,3629741.277,506785.7967,32.2049
18432.993,3629740.691,506784.9814,32.2043
18433.991,3629740.109,506784.1708,32.2042
18434.988,3629739.528,506783.3615,32.2041
18435.992,3629738.941,506782.5458,32.2038
18436.991,3629738.358,506781.7345,32.2032
18437.986,3629737.778,506780.9267,32.2023
18438.988,3629737.194,506780.1132,32.2015
18439.986,3629736.611,506779.3021,32.2017
18440.985,3629736.028,506778.4907,32.2023
18441.987,3629735.443,506777.6774,32.2024
18442.991,3629734.857,506776.8622,32.2015
18443.984,3629734.278,506776.0549,32.2006
18444.985,3629733.694,506775.2427,32.1997
18445.984,3629733.11,506774.4312,32.1984
18446.984,3629732.527,506773.6188,32.1975
18447.989,3629731.941,506772.8023,32.1974
18448.985,3629731.36,506771.9933,32.1979
18449.996,3629730.771,506771.1728,32.1983
18450.987,3629730.192,506770.3677,32.1985
18451.987,3629729.608,506769.5558,32.1986
18452.988,3629729.024,506768.7439,32.199
18453.987,3629728.441,506767.9327,32.1994
18454.988,3629727.858,506767.1193,32.2005
18455.989,3629727.274,506766.3057,32.2021
18456.985,3629726.692,506765.4969,32.2036
18457.986,3629726.107,506764.6846,32.2047
18458.991,3629725.52,506763.8684,32.2051
18459.986,3629724.94,506763.0605,32.2054
18460.988,3629724.356,506762.2474,32.2053
18461.983,3629723.775,506761.4387,32.2052
18462.985,3629723.19,506760.6245,32.2052
18463.992,3629722.603,506759.8071,32.2054
18464.987,3629722.023,506758.9994,32.2062
18465.99,3629721.437,506758.1842,32.2072
18466.984,3629720.857,506757.3771,32.2077
18467.987,3629720.272,506756.5628,32.2079
18468.987,3629719.688,506755.7506,32.2079
18469.986,3629719.105,506754.9392,32.2077
18470.989,3629718.52,506754.1247,32.2079
18471.991,3629717.935,506753.3111,32.208
18472.995,3629717.349,506752.4954,32.208
18473.988,3629716.77,506751.6892,32.2078
18474.986,3629716.187,506750.8788,32.2078
18475.99,3629715.602,506750.0635,32.2082
18476.988,3629715.021,506749.2528,32.2086
18477.983,3629714.44,506748.4441,32.209
18478.986,3629713.855,506747.6292,32.2088
18479.986,3629713.271,506746.8177,32.2078
18480.985,3629712.688,506746.0064,32.2065
18481.986,3629712.103,506745.1936,32.2056
18482.986,3629711.52,506744.382,32.2054
18483.992,3629710.932,506743.5649,32.2059
18484.99,3629710.351,506742.7549,32.2067
18485.988,3629709.769,506741.9441,32.2076
18486.99,3629709.183,506741.1298,32.2084
18487.985,3629708.603,506740.3228,32.2091
18488.986,3629708.018,506739.5093,32.2092
18489.986,3629707.434,506738.6973,32.2086
18490.987,3629706.85,506737.8847,32.208
18491.987,3629706.267,506737.0725,32.208
18492.982,3629705.687,506736.2634,32.2087
18493.985,3629705.102,506735.4496,32.2094
18494.983,3629704.519,506734.6396,32.2093
18495.987,3629703.933,506733.8237,32.2092
18496.988,3629703.349,506733.0115,32.2095
18497.986,3629702.767,506732.2001,32.2098
18498.996,3629702.178,506731.3804,32.2095
18499.985,3629701.6,506730.5766,32.2092
18500.997,3629701.01,506729.7555,32.2091
18501.987,3629700.432,506728.9507,32.2092
18502.997,3629699.843,506728.131,32.2094
18503.992,3629699.262,506727.3233,32.2096
18504.995,3629698.676,506726.5087,32.2097
18505.996,3629698.093,506725.6958,32.2096
18506.985,3629697.516,506724.8922,32.2092
18507.985,3629696.933,506724.0807,32.209
18508.992,3629696.345,506723.2619,32.2092
18509.988,3629695.764,506722.4537,32.2095
18510.996,3629695.175,506721.6352,32.209
18511.995,3629694.592,506720.8242,32.2084
18512.988,3629694.012,506720.018,32.2081
18513.996,3629693.424,506719.1996,32.2084
18514.985,3629692.847,506718.3955,32.2086
18515.985,3629692.265,506717.5831,32.2084
18516.985,3629691.682,506716.7704,32.2081
18517.987,3629691.097,506715.9571,32.2082
18518.985,3629690.514,506715.1466,32.2087
18519.995,3629689.925,506714.327,32.2091
18520.991,3629689.343,506713.518,32.2097
18521.987,3629688.761,506712.709,32.2104
18522.993,3629688.175,506711.8923,32.2107
18523.992,3629687.593,506711.0805,32.2108
18524.985,3629687.013,506710.274,32.2111
18525.991,3629686.426,506709.4577,32.2114
18526.986,3629685.845,506708.6496,32.2116
18527.986,3629685.261,506707.838,32.2118
18528.986,3629684.677,506707.0258,32.2118
18529.983,3629684.095,506706.2158,32.2122
18530.994,3629683.507,506705.3943,32.2129
18531.987,3629682.927,506704.5878,32.2135
18532.986,3629682.344,506703.7775,32.2141
18533.996,3629681.754,506702.9572,32.2146
18534.984,3629681.178,506702.1548,32.2148
18535.994,3629680.588,506701.3341,32.2145
18536.974,3629680.016,506700.5383,32.2144
18537.997,3629679.42,506699.7077,32.2144
18538.993,3629678.839,506698.8984,32.215
18539.984,3629678.26,506698.0934,32.2161
18540.986,3629677.675,506697.2798,32.2171
18541.986,3629677.092,506696.4687,32.2177
18542.985,3629676.509,506695.657,32.2182
18543.989,3629675.923,506694.8416,32.2188
18544.986,3629675.341,506694.0324,32.2192
18545.992,3629674.754,506693.2153,32.2195
18546.985,3629674.176,506692.408,32.2198
18547.985,3629673.592,506691.5954,32.2202
18548.991,3629673.006,506690.7788,32.2206
18549.986,3629672.425,506689.9702,32.2213
18550.986,3629671.841,506689.1582,32.2217
18551.99,3629671.255,506688.3435,32.2222
18552.996,3629670.668,506687.5268,32.2225
18553.985,3629670.091,506686.7232,32.2228
18554.996,3629669.502,506685.9016,32.2228
18555.988,3629668.924,506685.0959,32.2228
18556.988,3629668.34,506684.2836,32.2231
18557.99,3629667.755,506683.4705,32.2236
18558.996,3629667.167,506682.6539,32.2241
18559.985,3629666.589,506681.8507,32.224
18560.986,3629666.006,506681.0376,32.2243
18561.994,3629665.418,506680.2191,32.2248
18562.988,3629664.837,506679.4124,32.225
18563.997,3629664.249,506678.5931,32.2248
18564.985,3629663.673,506677.7905,32.2248
18565.99,3629663.086,506676.9741,32.2252
18566.986,3629662.505,506676.1658,32.2254
18567.997,3629661.915,506675.3446,32.2257
18568.991,3629661.335,506674.5364,32.2256
18569.991,3629660.751,506673.7244,32.2254
18570.992,3629660.167,506672.9115,32.2254
18571.988,3629659.587,506672.1029,32.2257
18572.986,3629659.005,506671.2919,32.2265
18573.985,3629658.421,506670.4812,32.2272
18574.985,3629657.836,506669.6693,32.228
18575.988,3629657.252,506668.8552,32.2288
18576.995,3629656.664,506668.0366,32.2293
18577.996,3629656.08,506667.2237,32.2297
18578.984,3629655.503,506666.4218,32.2298
18579.987,3629654.917,506665.6075,32.2299
18580.985,3629654.335,506664.7975,32.2296
18581.995,3629653.745,506663.9775,32.2298
18582.985,3629653.168,506663.1731,32.2315
18583.997,3629652.577,506662.3515,32.2316
18584.995,3629651.995,506661.5408,32.2324
18585.987,3629651.416,506660.7347,32.2338
18586.988,3629650.833,506659.9218,32.2351
18587.986,3629650.251,506659.1118,32.2365
18588.986,3629649.667,506658.2997,32.2377
18589.985,3629649.083,506657.4881,32.2388
18590.995,3629648.494,506656.6682,32.2401
18591.988,3629647.916,506655.8614,32.2417
18592.99,3629647.332,506655.0463,32.2434
18593.99,3629646.748,506654.2348,32.2451
18594.996,3629646.16,506653.4179,32.2469
18595.986,3629645.583,506652.6142,32.2483
18596.987,3629644.999,506651.8017,32.249
18597.988,3629644.415,506650.9887,32.249
18598.989,3629643.831,506650.1749,32.2493
18599.986,3629643.249,506649.3659,32.25
18600.991,3629642.662,506648.5493,32.2515
18601.995,3629642.077,506647.7337,32.253
18602.988,3629641.498,506646.9279,32.2536
18603.985,3629640.915,506646.1179,32.2541
18604.987,3629640.33,506645.3048,32.2545
18605.988,3629639.746,506644.4925,32.2552
18606.987,3629639.163,506643.6807,32.2563
18607.985,3629638.581,506642.8702,32.257
18608.991,3629637.994,506642.0531,32.2573
18609.986,3629637.414,506641.2448,32.2577
18610.985,3629636.83,506640.4331,32.2585
18611.989,3629636.245,506639.618,32.2596
18612.985,3629635.664,506638.8095,32.2607
18613.989,3629635.078,506637.9938,32.2614
18614.995,3629634.491,506637.1765,32.2619
18615.989,3629633.911,506636.3687,32.2623
18616.996,3629633.324,506635.5511,32.2628
18617.997,3629632.74,506634.7388,32.2631
18618.984,3629632.163,506633.9367,32.2633
18619.987,3629631.578,506633.1226,32.2641
18620.988,3629630.994,506632.3107,32.2653
18621.991,3629630.408,506631.4954,32.2667
18622.987,3629629.827,506630.6863,32.2673
18623.991,3629629.242,506629.8709,32.2674
18624.996,3629628.655,506629.0553,32.2678
18625.991,3629628.075,506628.2464,32.2688
18626.988,3629627.493,506627.4376,32.2699
18627.989,3629626.909,506626.6242,32.2703
18628.995,3629626.321,506625.8071,32.2704
18629.995,3629625.739,506624.995,32.2707
18630.985,3629625.162,506624.19,32.2714
18631.988,3629624.577,506623.3763,32.2725
18632.988,3629623.993,506622.5646,32.2733
18633.988,3629623.409,506621.7526,32.2736
18634.989,3629622.824,506620.9389,32.2738
18635.99,3629622.24,506620.1265,32.2745
18636.989,3629621.657,506619.315,32.2755
18637.986,3629621.076,506618.5049,32.2762
18638.991,3629620.49,506617.6885,32.2765
18639.992,3629619.906,506616.876,32.2767
18640.996,3629619.32,506616.0608,32.2769
18641.991,3629618.739,506615.2525,32.2769
18642.992,3629618.155,506614.4397,32.2769
18643.99,3629617.573,506613.6288,32.2772
18644.984,3629616.992,506612.8219,32.2778
18645.99,3629616.406,506612.0057,32.2783
18646.988,3629615.824,506611.1949,32.2787
18647.99,3629615.239,506610.3806,32.2796
18648.986,3629614.658,506609.5713,32.2807
18649.996,3629614.069,506608.7511,32.2816
18650.986,3629613.491,506607.9477,32.2817
18651.986,3629612.907,506607.1355,32.2816
18652.99,3629612.321,506606.321,32.2817
18653.996,3629611.734,506605.5037,32.2821
18654.987,3629611.156,506604.6984,32.2828
18655.992,3629610.571,506603.8812,32.2841
18656.985,3629609.992,506603.0751,32.2853
18657.985,3629609.407,506602.2629,32.2862
18658.998,3629608.816,506601.4413,32.2872
18659.994,3629608.234,506600.6323,32.288
18660.99,3629607.654,506599.8231,32.2889
18661.997,3629607.066,506599.0054,32.2898
18662.995,3629606.483,506598.1948,32.2903
18663.986,3629605.905,506597.3899,32.2906
18664.985,3629605.322,506596.5783,32.2913
18665.989,3629604.737,506595.7632,32.2924
18666.994,3629604.15,506594.9471,32.2936
18667.985,3629603.572,506594.1429,32.2946
18668.987,3629602.987,506593.328,32.2952
18669.984,3629602.406,506592.5194,32.2952
18670.986,3629601.821,506591.7054,32.2952
18671.987,3629601.237,506590.8919,32.2957
18672.986,3629600.654,506590.0804,32.2966
18673.987,3629600.07,506589.2685,32.2977
18674.988,3629599.486,506588.4559,32.2986
18675.985,3629598.904,506587.6449,32.2995
18676.995,3629598.316,506586.8246,32.3002
18677.984,3629597.739,506586.0206,32.3011
18678.991,3629597.152,506585.2029,32.3021
18679.984,3629596.572,506584.3959,32.3028
18680.995,3629595.982,506583.576,32.3029
18681.995,3629595.398,506582.7643,32.3024
18682.985,3629594.82,506581.9597,32.3028
18683.997,3629594.23,506581.1386,32.3026
18684.996,3629593.647,506580.327,32.3037
18685.99,3629593.067,506579.5195,32.3054
18686.995,3629592.481,506578.7032,32.3067
18687.991,3629591.9,506577.8943,32.3073
18688.985,3629591.32,506577.0868,32.3079
18689.988,3629590.735,506576.2725,32.3083
18690.984,3629590.153,506575.4632,32.3085
18691.989,3629589.568,506574.6472,32.3088
18692.991,3629588.984,506573.8332,32.3093
18693.997,3629588.396,506573.0168,32.3097
18694.993,3629587.813,506572.2078,32.3101
18695.985,3629587.235,506571.4026,32.3108
18696.991,3629586.648,506570.5859,32.3111
18697.984,3629586.069,506569.7796,32.3114
18698.985,3629585.484,506568.9663,32.3118
18699.987,3629584.899,506568.1533,32.3122
18700.992,3629584.313,506567.3373,32.3124
18701.99,3629583.73,506566.5266,32.313
18702.996,3629583.144,506565.7096,32.3139
18703.989,3629582.564,506564.9031,32.3146
18704.985,3629581.983,506564.0945,32.3151
18705.984,3629581.4,506563.2825,32.3153
18706.997,3629580.809,506562.4598,32.3149
18707.988,3629580.231,506561.6544,32.3144
18708.988,3629579.649,506560.8425,32.3144
18709.987,3629579.066,506560.0308,32.3151
18710.986,3629578.483,506559.2198,32.3161
18711.986,3629577.899,506558.4075,32.3164
18712.988,3629577.314,506557.5947,32.3165
18713.995,3629576.726,506556.777,32.3167
18714.996,3629576.142,506555.9641,32.3175
18715.987,3629575.563,506555.1589,32.3189
18716.985,3629574.981,506554.3485,32.3203
18717.995,3629574.392,506553.5286,32.3208
18718.989,3629573.811,506552.7214,32.3206
18719.988,3629573.228,506551.9105,32.3206
18720.987,3629572.645,506551.0988,32.3215
18721.996,3629572.056,506550.2793,32.3225
18722.989,3629571.477,506549.4732,32.3227
18723.985,3629570.895,506548.6652,32.3221
18724.987,3629570.309,506547.8522,32.3214
18725.985,3629569.725,506547.0424,32.3213
18726.992,3629569.137,506546.2249,32.3218
18727.984,3629568.558,506545.4202,32.3226
18728.984,3629567.974,506544.6077,32.3234
18729.986,3629567.389,506543.7935,32.3241
18730.985,3629566.808,506542.9818,32.3242
18731.987,3629566.223,506542.168,32.3246
18732.99,3629565.637,506541.3537,32.3259
18733.994,3629565.052,506540.5385,32.3278
18734.99,3629564.471,506539.729,32.3295
18735.986,3629563.89,506538.9203,32.3305
18736.984,3629563.308,506538.1099,32.3307
18737.985,3629562.724,506537.2964,32.3306
18738.988,3629562.139,506536.4825,32.3308
18739.987,3629561.555,506535.6709,32.3314
18740.99,3629560.969,506534.8566,32.3329
18741.995,3629560.383,506534.0411,32.335
18742.987,3629559.804,506533.2352,32.337
18743.985,3629559.222,506532.4244,32.3383
18744.987,3629558.637,506531.611,32.3391
18745.995,3629558.049,506530.7927,32.3399
18746.997,3629557.465,506529.9787,32.3411
18747.985,3629556.888,506529.1759,32.3424
18748.997,3629556.298,506528.3544,32.3432
18749.987,3629555.721,506527.5498,32.3443
18750.985,3629555.138,506526.7388,32.3463
18751.986,3629554.555,506525.9264,32.3489
18752.996,3629553.965,506525.1055,32.3514
18753.996,3629553.383,506524.2928,32.3529
18754.988,3629552.805,506523.4865,32.3542
18755.988,3629552.223,506522.674,32.3557
18756.984,3629551.642,506521.8644,32.3583
18757.989,3629551.055,506521.0486,32.3617
18758.984,3629550.474,506520.2405,32.3651
18759.99,3629549.887,506519.4238,32.368
18760.991,3629549.303,506518.6107,32.3699
18761.991,3629548.719,506517.799,32.371
18762.992,3629548.135,506516.9869,32.3718
18763.993,3629547.55,506516.1739,32.3729
18764.99,3629546.968,506515.3648,32.3745
18765.988,3629546.384,506514.5544,32.3766
18766.994,3629545.796,506513.7389,32.3789
18767.988,3629545.215,506512.9321,32.3809
18768.987,3629544.631,506512.1217,32.382
18769.995,3629544.042,506511.3037,32.3828
18770.989,3629543.462,506510.4959,32.3833
18771.987,3629542.881,506509.6846,32.3844
18772.986,3629542.3,506508.8724,32.3868
18773.985,3629541.717,506508.0607,32.3902
18774.985,3629541.135,506507.2488,32.394
18775.995,3629540.546,506506.4274,32.397
18776.995,3629539.964,506505.6139,32.3987
18777.99,3629539.384,506504.8056,32.3994
18778.994,3629538.799,506503.99,32.3998
18779.991,3629538.217,506503.18,32.4
18780.988,3629537.635,506502.3712,32.4001
18781.996,3629537.046,506501.553,32.4001
18782.995,3629536.463,506500.7419,32.4005
18783.992,3629535.88,506499.9327,32.4014
18784.986,3629535.3,506499.1252,32.403
18785.99,3629534.714,506498.3098,32.4055
18786.984,3629534.134,506497.5023,32.4085
18787.991,3629533.547,506496.6851,32.4108
18788.994,3629532.962,506495.8702,32.4118
18789.984,3629532.384,506495.0663,32.4115
18790.982,3629531.802,506494.2559,32.4117
18791.985,3629531.217,506493.4414,32.4127
18792.981,3629530.636,506492.6313,32.4143
18793.987,3629530.049,506491.8153,32.4159
18794.992,3629529.462,506490.9988,32.4171
18795.987,3629528.882,506490.1905,32.4176
18796.995,3629528.294,506489.3717,32.4179
18797.986,3629527.716,506488.5671,32.4179
18798.985,3629527.133,506487.7556,32.4183
18799.986,3629526.549,506486.9432,32.4189
18800.985,3629525.966,506486.1316,32.4199
18801.989,3629525.381,506485.3164,32.4208
18802.989,3629524.796,506484.5043,32.4208
18803.986,3629524.213,506483.6954,32.4211
18804.988,3629523.628,506482.8824,32.4221
18805.99,3629523.043,506482.0692,32.4233
18806.987,3629522.461,506481.2598,32.4241
18807.988,3629521.877,506480.4473,32.4247
18808.985,3629521.295,506479.637,32.4249
18809.991,3629520.708,506478.8203,32.4252
18810.996,3629520.121,506478.0039,32.4258
18811.987,3629519.543,506477.1999,32.4268
18812.988,3629518.958,506476.3866,32.4275
18813.983,3629518.378,506475.5782,32.4281
18814.987,3629517.793,506474.7629,32.4294
18815.996,3629517.204,506473.9428,32.4306
18816.989,3629516.625,506473.1362,32.4317
18817.988,3629516.042,506472.3256,32.4325
18818.985,3629515.46,506471.5155,32.4333
18819.991,3629514.872,506470.6989,32.4342
18820.986,3629514.292,506469.891,32.435
18821.987,3629513.708,506469.0776,32.4363
18822.991,3629513.123,506468.262,32.4378
18823.991,3629512.54,506467.4501,32.4389
18824.991,3629511.956,506466.6377,32.4391
18825.992,3629511.371,506465.825,32.4392
18826.985,3629510.792,506465.0194,32.4398
18827.995,3629510.202,506464.1996,32.4406
18828.986,3629509.624,506463.3949,32.4412
18829.986,3629509.041,506462.582,32.4421
18830.982,3629508.461,506461.7724,32.4433
18831.996,3629507.869,506460.9488,32.4445
18832.985,3629507.292,506460.1455,32.4455
18833.986,3629506.708,506459.3321,32.446
18834.986,3629506.125,506458.5197,32.4466
18835.988,3629505.54,506457.7069,32.4474
18836.985,3629504.958,506456.8974,32.4477
18837.991,3629504.371,506456.0806,32.4481
18838.985,3629503.79,506455.2731,32.4486
18839.987,3629503.205,506454.4595,32.4486
18840.988,3629502.621,506453.6476,32.4483
18841.985,3629502.039,506452.8377,32.4487
18842.988,3629501.454,506452.0231,32.4502
18843.985,3629500.872,506451.2138,32.4522
18844.987,3629500.287,506450.4002,32.4544
18845.995,3629499.699,506449.5808,32.4559
18846.937,3629499.15,506448.8157,32.4568
18847.985,3629498.539,506447.9641,32.458
18848.983,3629497.957,506447.1535,32.4597
18849.995,3629497.366,506446.3317,32.4612
18850.988,3629496.786,506445.5255,32.4621
18851.99,3629496.202,506444.7123,32.4632
18852.986,3629495.621,506443.9034,32.4641
18853.988,3629495.037,506443.0893,32.4649
18854.988,3629494.454,506442.2763,32.4658
18855.988,3629493.872,506441.4633,32.4675
18856.985,3629493.29,506440.6528,32.4697
18857.985,3629492.706,506439.8415,32.4717
18858.99,3629492.119,506439.0256,32.473
18859.985,3629491.539,506438.2176,32.4742
18860.983,3629490.958,506437.4062,32.476
18861.986,3629490.372,506436.5913,32.4781
18862.985,3629489.79,506435.7806,32.4803
18863.987,3629489.205,506434.9663,32.4819
18864.993,3629488.618,506434.1494,32.4827
18865.984,3629488.039,506433.3443,32.4831
18866.985,3629487.455,506432.5315,32.4841
18867.985,3629486.872,506431.7192,32.4857
18868.986,3629486.288,506430.9063,32.4873
18869.988,3629485.704,506430.0933,32.4887
18870.991,3629485.118,506429.278,32.4905
18871.988,3629484.538,506428.4685,32.4923
18872.985,3629483.956,506427.6578,32.4934
18873.99,3629483.368,506426.8422,32.4941
18874.987,3629482.787,506426.0337,32.4948
18875.986,3629482.203,506425.2214,32.4957
18876.986,3629481.621,506424.4095,32.497
18877.988,3629481.036,506423.5963,32.4986
18878.987,3629480.453,506422.7847,32.5003
18879.986,3629479.869,506421.9735,32.5016
18880.99,3629479.283,506421.1584,32.5022
18881.988,3629478.701,506420.3483,32.5028
18882.987,3629478.117,506419.5369,32.5041
18883.984,3629477.536,506418.7275,32.5053
18884.985,3629476.952,506417.9146,32.5075
18885.991,3629476.364,506417.0974,32.5098
18886.986,3629475.784,506416.289,32.5113
18887.984,3629475.201,506415.4789,32.5125
18888.991,3629474.613,506414.6621,32.5133
18889.988,3629474.031,506413.8529,32.5136
18890.984,3629473.449,506413.0434,32.5142
18891.995,3629472.86,506412.222,32.5153
18892.985,3629472.283,506411.4176,32.5169
18893.994,3629471.694,506410.5989,32.5188
18894.994,3629471.109,506409.7869,32.5203
18895.987,3629470.53,506408.9804,32.5211
18896.991,3629469.944,506408.1652,32.5216
18897.996,3629469.358,506407.3494,32.5225
18898.984,3629468.781,506406.5466,32.5243
18899.987,3629468.196,506405.7325,32.5263
18900.997,3629467.607,506404.9128,32.5277
18901.986,3629467.03,506404.1093,32.5285
18902.988,3629466.445,506403.2959,32.5287
18903.987,3629465.861,506402.4844,32.5292
18904.984,3629465.279,506401.6746,32.53
18905.987,3629464.695,506400.8607,32.5309
18906.996,3629464.105,506400.0405,32.5322
18907.99,3629463.525,506399.2333,32.5335
18908.997,3629462.939,506398.4158,32.5355
18909.994,3629462.356,506397.6061,32.5374
18910.988,3629461.776,506396.7996,32.5386
18911.985,3629461.193,506395.9894,32.5395
18912.987,3629460.609,506395.1768,32.5407
18913.988,3629460.024,506394.3642,32.5418
18914.991,3629459.439,506393.5486,32.5426
18915.997,3629458.853,506392.7323,32.5433
18916.994,3629458.27,506391.9221,32.5441
18917.988,3629457.69,506391.1159,32.5454
18918.991,3629457.104,506390.3012,32.5468
18919.988,3629456.522,506389.4926,32.5479
18920.997,3629455.933,506388.6735,32.5485
18921.988,3629455.354,506387.8689,32.5491
18922.986,3629454.772,506387.0582,32.5504
18923.987,3629454.187,506386.2447,32.5523
18924.996,3629453.598,506385.4258,32.5539
18925.996,3629453.014,506384.6136,32.5548
18926.986,3629452.436,506383.8101,32.5557
18927.987,3629451.852,506382.9974,32.557
18928.99,3629451.266,506382.1834,32.5583
18929.987,3629450.685,506381.3732,32.5592
18930.996,3629450.096,506380.5534,32.5603
18931.987,3629449.517,506379.7494,32.5612
18932.988,3629448.933,506378.9379,32.5621
18933.986,3629448.35,506378.1272,32.5634
18934.988,3629447.765,506377.314,32.5651
18935.991,3629447.179,506376.4993,32.5667
18936.997,3629446.592,506375.6827,32.5677
18937.992,3629446.011,506374.8742,32.5682
18938.988,3629445.431,506374.0658,32.5689
18939.988,3629444.847,506373.2539,32.5702
18940.992,3629444.26,506372.439,32.5721
18941.988,3629443.679,506371.6305,32.5735
18942.99,3629443.094,506370.8166,32.5743
18943.991,3629442.509,506370.0042,32.5749
18944.994,3629441.923,506369.1898,32.5761
18945.986,3629441.345,506368.3838,32.5777
18946.991,3629440.759,506367.5673,32.579
18947.99,3629440.176,506366.7562,32.58
18948.997,3629439.588,506365.9377,32.5811
18949.987,3629439.011,506365.1342,32.5823
18950.987,3629438.426,506364.3226,32.5836
18951.985,3629437.844,506363.513,32.5847
18952.987,3629437.259,506362.6992,32.585
18953.985,3629436.676,506361.8888,32.5852
18954.996,3629436.086,506361.0682,32.5856
18955.987,3629435.508,506360.2635,32.5868
18956.99,3629434.921,506359.4489,32.5882
18957.992,3629434.335,506358.6365,32.589
18958.985,3629433.755,506357.831,32.5894
18959.985,3629433.171,506357.0192,32.59
18960.997,3629432.581,506356.197,32.591
18961.995,3629431.998,506355.3868,32.5921
18962.986,3629431.42,506354.5825,32.5928
18963.984,3629430.837,506353.771,32.5938
18964.989,3629430.251,506352.9548,32.5952
18965.997,3629429.663,506352.1368,32.5965
18966.986,3629429.086,506351.3338,32.5975
18967.994,3629428.498,506350.5145,32.5989
18968.988,3629427.919,506349.7073,32.6008
18969.988,3629427.335,506348.8949,32.6034
18970.988,3629426.752,506348.083,32.6062
18971.989,3629426.168,506347.2693,32.608
18972.987,3629425.586,506346.4586,32.6089
18973.988,3629425.001,506345.6464,32.6098
18974.99,3629424.416,506344.8337,32.6111
18975.995,3629423.829,506344.0166,32.6123
18976.988,3629423.251,506343.2107,32.6138
