里程,左轨平面偏差量,右轨平面偏差量,左轨高程偏差量,右轨高程偏差量,左轨平面调整量,右轨平面调整量,左轨高程调整量,右轨高程调整量
385903.30,-0.30,-0.60,-0.20,0.40,-0.50,-0.50,4.00,3.50
385903.92,-0.40,-0.70,-0.10,0.50,0.00,0.00,4.00,3.50
385904.55,-0.50,-0.80,-0.10,0.60,0.00,0.00,4.00,3.50
385905.17,-0.70,-0.90,-0.20,0.40,0.00,0.00,4.00,3.50
385905.80,-0.60,-0.80,-0.30,0.20,0.00,0.00,4.50,4.00
385906.55,-0.40,-0.80,-0.40,0.00,0.00,0.00,4.50,4.00
385907.17,-0.40,-0.80,-0.40,-0.10,0.00,0.00,4.50,4.00
385907.80,-0.30,-0.70,-0.40,-0.20,-0.50,-0.50,4.50,4.50
385908.42,-0.20,-0.70,-0.40,0.00,-0.50,-0.50,4.50,4.00
385909.05,-0.40,-0.80,-0.40,0.00,0.00,0.00,4.50,4.00
385909.80,-0.50,-0.80,-0.60,0.00,0.00,0.00,4.50,4.00
385910.42,-0.50,-0.80,-0.70,-0.20,0.00,0.00,4.50,4.00
385911.05,-0.40,-0.70,-0.80,-0.30,0.00,0.00,5.00,4.50
385911.67,-0.40,-0.60,-0.80,-0.40,0.00,0.00,4.50,4.00
385912.30,-0.30,-0.60,-0.70,-0.50,-0.50,-0.50,4.50,4.50
385913.05,-0.20,-0.90,-0.60,-0.50,-0.50,0.00,4.50,4.50
385913.67,-0.20,-1.00,-0.50,-0.50,-0.50,0.00,4.50,4.50
385914.30,-0.30,-0.90,-0.50,-0.40,-0.50,0.00,4.50,4.50
385914.92,-0.50,-0.90,-0.60,-0.50,0.00,0.00,4.50,4.50
385915.55,-0.60,-0.80,-0.60,-0.60,0.00,0.00,4.50,4.50
385916.30,-0.40,-0.70,-0.60,-0.60,0.00,0.00,4.50,4.50
385916.92,-0.30,-0.80,-0.60,-0.40,-0.50,0.00,4.50,4.50
385917.55,-0.40,-0.70,-0.50,-0.30,0.00,0.00,4.00,4.00
385918.17,-0.50,-0.70,-0.30,-0.10,0.00,0.00,4.00,4.00
385918.80,-0.60,-0.70,-0.20,0.20,0.00,0.00,4.00,3.50
385919.55,-0.70,-0.80,0.10,0.50,0.00,0.00,4.00,3.50
385920.17,-0.70,-0.90,0.30,0.70,0.00,0.00,3.50,3.00
385920.80,-0.60,-0.80,0.50,0.80,0.00,0.00,3.50,3.00
385921.42,-0.40,-0.60,0.60,0.90,0.00,0.00,3.00,2.50
385922.05,-0.30,-0.50,0.70,0.90,-0.50,-0.50,3.00,3.00
385922.80,-0.40,-0.80,0.60,1.00,0.00,0.00,3.00,2.50
385923.42,-0.50,-0.80,0.50,1.10,0.00,0.00,3.00,2.50
385924.05,-0.50,-0.80,0.40,1.00,0.00,0.00,3.50,3.00
385924.67,-0.50,-0.90,0.40,1.10,0.00,0.00,3.50,3.00
385925.30,-0.60,-0.90,0.60,1.10,0.00,0.00,3.00,2.50
385925.92,-0.70,-1.10,0.80,1.30,0.00,0.00,3.00,2.50
385926.67,-0.60,-1.10,1.10,1.50,0.00,0.50,2.50,2.00
385927.30,-0.50,-0.80,1.20,1.60,0.00,0.00,2.50,2.00
385927.92,-0.40,-0.60,1.10,1.50,0.00,0.00,2.50,2.00
385928.55,-0.50,-0.50,1.00,1.40,0.00,-0.50,2.50,2.00
385929.17,-0.60,-0.60,1.00,1.30,0.00,-0.50,3.00,2.50
385929.92,-0.60,-0.90,1.00,1.30,0.00,0.00,3.00,2.50
385930.55,-0.60,-1.10,1.10,1.40,-0.50,0.00,3.00,2.50
385931.17,-0.70,-1.20,1.20,1.50,0.00,0.50,2.50,2.00
385931.80,-0.70,-1.00,1.20,1.50,0.00,0.00,2.50,2.00
385932.55,-0.70,-0.80,1.10,1.40,0.00,0.00,2.50,2.00
385933.17,-0.70,-0.70,0.90,1.20,0.00,0.00,2.50,2.00
385933.80,-0.60,-0.70,0.80,1.00,0.00,0.00,2.50,2.50
385934.42,-0.50,-0.80,0.80,1.00,0.00,0.00,3.00,3.00
385935.05,-0.60,-0.90,0.80,1.00,0.00,0.00,3.00,3.00
385935.80,-0.80,-0.90,0.70,0.90,0.00,0.00,3.00,3.00
385936.42,-0.80,-0.90,0.60,0.90,0.00,0.00,3.00,2.50
385937.05,-0.80,-0.90,0.40,0.80,0.00,0.00,3.00,2.50
385937.67,-0.70,-0.80,0.20,0.60,0.00,0.00,3.50,3.00
385938.30,-0.50,-0.70,0.10,0.30,0.00,0.00,3.00,3.00
385939.05,-0.50,-0.80,-0.10,0.20,0.00,0.00,3.50,3.00
385939.67,-0.70,-1.10,-0.20,0.10,0.00,0.00,4.00,3.50
385940.30,-0.80,-1.00,-0.40,0.00,0.00,0.00,4.00,3.50
385940.92,-0.90,-0.90,-0.70,-0.20,0.50,0.00,4.00,3.50
385941.55,-1.00,-0.90,-0.80,-0.40,0.50,0.00,4.00,3.50
385942.30,-1.00,-0.90,-1.00,-0.50,0.50,0.00,4.50,4.00
385942.92,-0.80,-1.00,-1.10,-0.70,0.00,0.00,4.50,4.00
385943.55,-0.80,-1.00,-1.20,-0.80,0.00,0.00,4.50,4.00
385944.17,-0.90,-1.10,-1.30,-0.90,0.00,0.00,4.50,4.00
385944.80,-1.10,-1.20,-1.30,-0.90,0.50,0.50,4.50,4.00
385945.55,-1.30,-1.20,-1.50,-1.00,0.50,0.00,5.00,4.50
385946.17,-1.20,-1.30,-1.80,-1.20,0.50,0.50,5.00,4.50
385946.80,-1.10,-1.30,-2.00,-1.50,0.50,0.50,5.50,5.00
385947.42,-0.90,-1.10,-2.10,-1.70,0.00,0.00,5.50,5.00
385948.05,-0.90,-1.00,-2.20,-1.80,0.00,0.00,5.50,5.00
385948.80,-0.90,-1.00,-2.10,-1.80,0.00,0.00,5.50,5.00
385949.42,-1.00,-1.30,-2.10,-1.80,0.50,0.50,5.50,5.00
385950.05,-1.00,-1.50,-2.10,-1.80,0.50,0.50,5.50,5.00
385950.67,-1.10,-1.60,-2.10,-1.70,0.50,0.50,5.50,5.00
385951.30,-1.00,-1.50,-2.00,-1.60,0.50,0.50,5.00,4.50
385951.92,-1.00,-1.40,-1.90,-1.60,0.50,0.50,5.00,4.50
385952.67,-1.10,-1.60,-1.90,-1.70,0.50,0.50,5.00,5.00
385953.30,-1.10,-1.60,-1.90,-1.80,0.50,0.50,5.00,5.00
385953.92,-1.10,-1.50,-2.00,-1.90,0.50,0.50,5.00,5.00
385954.55,-1.00,-1.50,-2.10,-1.90,0.50,0.50,5.00,5.00
385955.17,-1.00,-1.60,-2.10,-1.90,0.50,1.00,5.00,5.00
385955.92,-1.00,-1.50,-2.20,-1.90,0.50,0.50,5.50,5.00
385956.55,-1.10,-1.40,-2.20,-1.90,0.50,0.50,5.00,4.50
385957.17,-1.10,-1.40,-2.20,-2.00,0.50,0.50,5.00,5.00
385957.80,-1.10,-1.60,-2.30,-2.10,0.50,0.50,5.00,5.00
385958.42,-1.20,-1.60,-2.40,-2.20,0.50,0.50,5.00,5.00
385959.17,-1.20,-1.60,-2.50,-2.20,0.50,0.50,5.50,5.00
385959.80,-1.20,-1.40,-2.50,-2.20,0.50,0.50,5.00,4.50
385960.42,-1.30,-1.50,-2.50,-2.10,0.50,0.50,5.50,5.00
385961.05,-1.40,-1.60,-2.50,-2.00,0.50,0.50,5.00,4.50
385961.67,-1.30,-1.40,-2.60,-2.00,0.50,0.50,5.00,4.50
385962.42,-1.20,-1.40,-2.80,-2.10,0.50,0.50,5.00,4.50
385963.05,-1.20,-1.60,-2.90,-2.20,0.50,0.50,5.50,5.00
385963.67,-1.20,-1.60,-2.90,-2.30,0.50,0.50,5.50,5.00
385964.30,-1.00,-1.50,-2.80,-2.40,0.50,0.50,5.50,5.00
385965.05,-0.90,-1.40,-2.70,-2.50,0.00,0.00,5.00,5.00
385965.67,-0.90,-1.30,-2.70,-2.50,0.00,0.00,5.00,5.00
385966.30,-0.80,-1.20,-2.70,-2.50,0.00,0.00,5.00,5.00
385966.92,-0.80,-1.20,-2.80,-2.60,0.50,0.50,5.00,5.00
385967.55,-0.90,-1.30,-2.90,-2.60,0.00,0.00,5.00,4.50
385968.30,-0.90,-1.40,-3.10,-2.70,0.00,0.00,5.50,5.00
385968.92,-0.90,-1.40,-3.20,-2.80,0.00,0.00,5.50,5.00
385969.55,-0.80,-1.30,-3.20,-2.80,0.00,0.50,5.50,5.00
385970.17,-0.70,-1.30,-3.10,-2.80,0.00,0.50,5.00,4.50
385970.80,-0.70,-1.10,-3.10,-2.80,0.00,0.00,5.00,4.50
385971.42,-0.80,-1.20,-3.00,-2.60,0.00,0.00,5.00,4.50
385972.17,-0.70,-1.10,-3.00,-2.60,0.00,0.00,5.00,4.50
385972.80,-0.60,-1.00,-2.90,-2.70,0.00,0.00,4.50,4.50
385973.42,-0.60,-1.00,-2.80,-2.70,0.00,0.00,4.50,4.50
385974.05,-0.70,-1.10,-2.70,-2.50,0.00,0.00,4.50,4.50
385974.67,-0.80,-1.10,-2.60,-2.40,0.00,0.00,4.00,4.00
385975.42,-0.90,-1.10,-2.50,-2.20,0.50,0.50,4.50,4.00
385976.05,-1.00,-1.10,-2.50,-2.10,0.00,0.00,4.00,3.50
385976.67,-1.00,-1.30,-2.50,-2.00,0.50,0.50,4.00,3.50
385977.30,-1.00,-1.30,-2.50,-1.90,0.50,0.50,4.00,3.50
385977.92,-0.90,-1.20,-2.50,-1.90,0.50,0.50,4.00,3.50
385978.67,-0.80,-1.00,-2.40,-1.80,0.00,0.00,4.00,3.50
385979.30,-0.70,-1.10,-2.20,-1.80,0.00,0.00,4.00,3.50
385979.92,-0.60,-1.20,-2.00,-1.60,0.00,0.50,3.50,3.00
385980.55,-0.40,-1.20,-1.80,-1.40,0.00,0.50,3.50,3.00
385981.17,-0.40,-1.10,-1.70,-1.30,-0.50,0.00,3.00,2.50
385981.92,-0.40,-1.10,-1.70,-1.30,0.00,0.50,3.00,2.50
385982.55,-0.60,-1.00,-1.70,-1.40,0.00,0.00,3.00,2.50
385983.17,-0.60,-1.00,-1.70,-1.40,0.00,0.00,3.00,2.50
385983.80,-0.60,-0.90,-1.60,-1.40,0.00,0.00,2.50,2.50
385984.42,-0.50,-0.80,-1.50,-1.30,0.00,0.00,2.50,2.50
385985.17,-0.50,-0.80,-1.30,-1.10,0.00,0.00,2.50,2.50
385985.80,-0.30,-0.80,-1.10,-1.00,-0.50,0.00,2.00,2.00
385986.42,-0.20,-0.70,-1.10,-1.00,-0.50,-0.50,2.00,2.00
385987.05,-0.20,-0.70,-1.20,-1.00,0.00,0.00,2.00,2.00
385987.67,-0.20,-0.70,-1.30,-1.10,0.00,0.00,2.00,2.00
385988.42,-0.30,-0.80,-1.30,-1.00,-0.50,0.00,2.00,1.50
385989.05,-0.20,-0.80,-1.20,-1.00,-0.50,0.00,1.50,1.50
385989.67,-0.20,-0.70,-1.10,-0.90,0.00,0.00,1.50,1.50
385990.30,-0.10,-0.60,-1.00,-0.80,-0.50,0.00,1.50,1.50
385990.92,0.00,-0.60,-1.00,-0.80,-0.50,0.00,1.50,1.50
385991.67,0.10,-0.40,-1.10,-0.90,-0.50,-0.50,1.50,1.50
385992.30,0.10,-0.30,-1.20,-1.10,-0.50,-0.50,1.50,1.50
385992.92,0.00,-0.20,-1.30,-1.20,-0.50,-0.50,1.50,1.50
385993.55,0.00,-0.30,-1.40,-1.30,-0.50,-0.50,1.50,1.50
385994.17,0.00,-0.40,-1.40,-1.30,-0.50,-0.50,1.50,1.50
385994.92,0.00,-0.40,-1.50,-1.30,-0.50,-0.50,1.50,1.50
385995.55,0.00,-0.50,-1.40,-1.20,-0.50,-0.50,1.50,1.50
385996.17,0.00,-0.40,-1.40,-1.30,-0.50,-0.50,1.50,1.50
385996.80,0.00,-0.30,-1.50,-1.30,-0.50,-0.50,1.50,1.50
385997.42,0.00,-0.30,-1.50,-1.30,-0.50,-0.50,1.00,1.00
385998.17,-0.10,-0.30,-1.50,-1.30,-0.50,-0.50,1.00,1.00
385998.80,-0.10,-1.00,-1.50,-1.20,-0.50,0.00,1.50,1.00
385999.43,-0.20,-0.40,-1.30,-1.00,-0.50,-0.50,1.00,0.50
386000.05,-0.30,-0.60,-1.30,-1.00,0.00,0.00,1.00,0.50
386000.67,-0.10,-0.20,-1.10,-0.90,-0.50,-0.50,0.50,0.50
386001.42,0.00,-0.60,-1.00,-0.90,-0.50,0.00,0.50,0.50
386002.05,-0.10,-0.60,-1.00,-0.80,-0.50,0.00,0.00,0.00
386002.68,-0.20,-0.60,-1.10,-0.90,0.00,0.00,0.50,0.50
386003.30,-0.40,-0.90,-1.20,-1.00,0.00,0.00,0.50,0.50
386003.93,-0.50,-1.00,-1.10,-1.10,0.00,0.00,0.50,0.50
386004.68,-0.60,-1.00,-1.00,-1.10,0.00,0.00,0.00,0.00
386005.30,-0.70,-1.00,-0.90,-1.00,0.00,0.00,0.00,0.00
386005.92,-0.60,-0.90,-0.90,-0.70,0.00,0.00,0.00,0.00
386006.67,-0.50,-1.20,-1.00,-0.80,0.00,0.50,0.00,0.00
